Datetime,Close,High,Low,Open,Volume
2025-02-02 23:00:00+00:00,106.3515625,106.4375,106.3125,106.421875,0.0
2025-02-02 23:01:00+00:00,106.359375,106.4140625,106.3359375,106.3515625,11256.0
2025-02-02 23:02:00+00:00,106.3359375,106.3828125,106.3203125,106.359375,4511.0
2025-02-02 23:03:00+00:00,106.3203125,106.3515625,106.3125,106.34375,3141.0
2025-02-02 23:04:00+00:00,106.34375,106.34375,106.3203125,106.328125,4837.0
2025-02-02 23:05:00+00:00,106.34375,106.3828125,106.3359375,106.3515625,5061.0
2025-02-02 23:06:00+00:00,106.3046875,106.3515625,106.296875,106.34375,4886.0
2025-02-02 23:07:00+00:00,106.3046875,106.328125,106.3046875,106.3125,3020.0
2025-02-02 23:08:00+00:00,106.265625,106.3125,106.25,106.3125,3418.0
2025-02-02 23:09:00+00:00,106.2578125,106.2734375,106.2421875,106.2734375,2955.0
2025-02-02 23:10:00+00:00,106.2421875,106.265625,106.234375,106.265625,3297.0
2025-02-02 23:11:00+00:00,106.2578125,106.265625,106.234375,106.2421875,3710.0
2025-02-02 23:12:00+00:00,106.28125,106.28125,106.25,106.25,1230.0
2025-02-02 23:13:00+00:00,106.2734375,106.28125,106.2734375,106.28125,967.0
2025-02-02 23:14:00+00:00,106.265625,106.28125,106.265625,106.28125,1004.0
2025-02-02 23:15:00+00:00,106.2578125,106.2578125,106.2421875,106.2578125,1039.0
2025-02-02 23:16:00+00:00,106.2578125,106.265625,106.25,106.265625,565.0
2025-02-02 23:17:00+00:00,106.265625,106.2734375,106.2578125,106.265625,1297.0
2025-02-02 23:18:00+00:00,106.28125,106.28125,106.2578125,106.2734375,865.0
2025-02-02 23:19:00+00:00,106.2890625,106.296875,106.265625,106.2734375,1052.0
2025-02-02 23:20:00+00:00,106.265625,106.2890625,106.2578125,106.28125,2366.0
2025-02-02 23:21:00+00:00,106.28125,106.296875,106.265625,106.2734375,324.0
2025-02-02 23:22:00+00:00,106.3046875,106.3046875,106.2734375,106.2890625,4636.0
2025-02-02 23:23:00+00:00,106.3046875,106.3125,106.2890625,106.3046875,3099.0
2025-02-02 23:24:00+00:00,106.3046875,106.3125,106.2890625,106.296875,1160.0
2025-02-02 23:25:00+00:00,106.296875,106.3046875,106.2890625,106.296875,802.0
2025-02-02 23:26:00+00:00,106.2734375,106.296875,106.265625,106.2890625,1276.0
2025-02-02 23:27:00+00:00,106.28125,106.28125,106.28125,106.28125,24.0
2025-02-02 23:28:00+00:00,106.2734375,106.28125,106.265625,106.2734375,415.0
2025-02-02 23:29:00+00:00,106.265625,106.28125,106.265625,106.28125,518.0
2025-02-02 23:30:00+00:00,106.2734375,106.28125,106.2734375,106.2734375,647.0
2025-02-02 23:31:00+00:00,106.296875,106.296875,106.265625,106.2734375,980.0
2025-02-02 23:32:00+00:00,106.296875,106.296875,106.2890625,106.296875,561.0
2025-02-02 23:33:00+00:00,106.2890625,106.296875,106.2734375,106.296875,731.0
2025-02-02 23:34:00+00:00,106.2890625,106.296875,106.28125,106.296875,811.0
2025-02-02 23:35:00+00:00,106.296875,106.296875,106.2734375,106.2890625,1753.0
2025-02-02 23:36:00+00:00,106.3046875,106.3046875,106.296875,106.296875,952.0
2025-02-02 23:37:00+00:00,106.296875,106.3125,106.2890625,106.3046875,2399.0
2025-02-02 23:38:00+00:00,106.296875,106.3046875,106.2890625,106.2890625,1137.0
2025-02-02 23:39:00+00:00,106.2890625,106.296875,106.2890625,106.2890625,639.0
2025-02-02 23:40:00+00:00,106.296875,106.296875,106.28125,106.2890625,1560.0
2025-02-02 23:41:00+00:00,106.296875,106.3125,106.296875,106.296875,1571.0
2025-02-02 23:42:00+00:00,106.3046875,106.3046875,106.3046875,106.3046875,114.0
2025-02-02 23:43:00+00:00,106.3046875,106.3125,106.296875,106.3046875,1507.0
2025-02-02 23:44:00+00:00,106.3046875,106.3046875,106.296875,106.296875,302.0
2025-02-02 23:45:00+00:00,106.296875,106.3125,106.2890625,106.3125,2020.0
2025-02-02 23:46:00+00:00,106.3125,106.3125,106.2890625,106.296875,1694.0
2025-02-02 23:47:00+00:00,106.296875,106.3203125,106.2890625,106.3125,2237.0
2025-02-02 23:48:00+00:00,106.2890625,106.3046875,106.2890625,106.296875,1817.0
2025-02-02 23:49:00+00:00,106.3046875,106.3046875,106.2890625,106.2890625,299.0
2025-02-02 23:50:00+00:00,106.3046875,106.3046875,106.3046875,106.3046875,1049.0
2025-02-02 23:51:00+00:00,106.3046875,106.3125,106.3046875,106.3125,1831.0
2025-02-02 23:52:00+00:00,106.3125,106.3125,106.3125,106.3125,1407.0
2025-02-02 23:53:00+00:00,106.3203125,106.3203125,106.3125,106.3125,2148.0
2025-02-02 23:54:00+00:00,106.3046875,106.3203125,106.296875,106.3203125,1093.0
2025-02-02 23:55:00+00:00,106.296875,106.3046875,106.296875,106.3046875,972.0
2025-02-02 23:56:00+00:00,106.296875,106.296875,106.296875,106.296875,255.0
2025-02-02 23:57:00+00:00,106.3046875,106.3046875,106.3046875,106.3046875,49.0
2025-02-02 23:58:00+00:00,106.3046875,106.3046875,106.3046875,106.3046875,145.0
2025-02-02 23:59:00+00:00,106.3046875,106.3046875,106.296875,106.3046875,353.0
2025-02-03 00:00:00+00:00,106.3203125,106.3203125,106.3046875,106.3046875,1721.0
2025-02-03 00:01:00+00:00,106.3046875,106.328125,106.3046875,106.3203125,1625.0
2025-02-03 00:02:00+00:00,106.3125,106.3125,106.3046875,106.3046875,1274.0
2025-02-03 00:03:00+00:00,106.3125,106.3203125,106.3125,106.3125,893.0
2025-02-03 00:04:00+00:00,106.3203125,106.328125,106.3125,106.3203125,459.0
2025-02-03 00:05:00+00:00,106.3359375,106.3359375,106.3203125,106.328125,1251.0
2025-02-03 00:06:00+00:00,106.328125,106.34375,106.3203125,106.3359375,1065.0
2025-02-03 00:07:00+00:00,106.3203125,106.328125,106.3046875,106.328125,888.0
2025-02-03 00:08:00+00:00,106.3203125,106.3203125,106.3125,106.3125,554.0
2025-02-03 00:09:00+00:00,106.328125,106.328125,106.3203125,106.3203125,519.0
2025-02-03 00:10:00+00:00,106.3359375,106.3359375,106.3203125,106.328125,228.0
2025-02-03 00:11:00+00:00,106.34375,106.34375,106.34375,106.34375,291.0
2025-02-03 00:12:00+00:00,106.3359375,106.34375,106.3359375,106.34375,581.0
2025-02-03 00:13:00+00:00,106.3359375,106.3359375,106.3359375,106.3359375,96.0
2025-02-03 00:14:00+00:00,106.3359375,106.3359375,106.3359375,106.3359375,70.0
2025-02-03 00:15:00+00:00,106.359375,106.359375,106.3359375,106.3359375,2306.0
2025-02-03 00:16:00+00:00,106.3671875,106.3671875,106.3515625,106.3515625,636.0
2025-02-03 00:17:00+00:00,106.359375,106.3671875,106.359375,106.3671875,704.0
2025-02-03 00:18:00+00:00,106.3671875,106.375,106.359375,106.359375,1818.0
2025-02-03 00:19:00+00:00,106.3671875,106.375,106.359375,106.3671875,1442.0
