Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,5.5,-0.8142315132844763,-0.8142315132844763
2024-10-16,5.5,-0.8142315132844763,-0.8142315132844763
2024-10-17,15.5,1.7984674084635133,1.7984674084635133
2024-10-18,10.0,0.36148300150211904,0.36148300150211904
2024-10-21,6.0,-0.6835965671970768,-0.6835965671970768
2024-10-22,10.5,0.49211794758951855,0.49211794758951855
2024-10-23,7.5,-0.2916917289348783,-0.2916917289348783
2024-10-24,9.5,0.23084805541471956,0.23084805541471956
2024-10-28,8.5,-0.030421836760079396,-0.030421836760079396
2024-10-29,9.0,0.10021310932732008,0.10021310932732008
2024-11-04,7.0,-0.42232667502227783,-0.42232667502227783
2024-11-05,5.5,-0.8142315132844763,-0.8142315132844763
2024-11-06,12.5,1.0146577319391163,1.0146577319391163
2024-11-07,19.0,2.7129120310753096,2.7129120310753096
2024-11-11,10.0,0.36148300150211904,0.36148300150211904
2024-11-15,18.0,2.4516421389005107,2.4516421389005107
2024-11-18,11.0,0.622752893676918,0.622752893676918
2024-11-19,10.5,0.49211794758951855,0.49211794758951855
2024-11-20,6.5,-0.5529616211096773,-0.5529616211096773
2024-11-21,9.0,0.10021310932732008,0.10021310932732008
2024-11-25,17.0,2.190372246725712,2.190372246725712
2024-11-26,6.0,-0.6835965671970768,-0.6835965671970768
2024-11-28,4.0,-1.2061363515466748,-1.2061363515466748
2024-11-29,7.5,-0.2916917289348783,-0.2916917289348783
2024-12-02,14.0,1.406562570201315,1.406562570201315
2024-12-03,15.5,1.7984674084635133,1.7984674084635133
2024-12-04,2.0,-1.7286761358962726,-1.7286761358962726
2024-12-05,8.5,-0.030421836760079396,-0.030421836760079396
2024-12-10,8.0,-0.16105678284747887,-0.16105678284747887
2024-12-13,7.0,-0.42232667502227783,-0.42232667502227783
2024-12-16,3.5,-1.3367712976340742,-1.3367712976340742
2024-12-17,12.0,0.884022785851717,0.884022785851717
2024-12-18,8.0,-0.16105678284747887,-0.16105678284747887
2024-12-23,6.0,-0.6835965671970768,-0.6835965671970768
2024-12-24,2.0,-1.7286761358962726,-1.7286761358962726
2024-12-26,5.5,-0.8142315132844763,-0.8142315132844763
2024-12-27,5.5,-0.8142315132844763,-0.8142315132844763
2024-12-30,8.5,-0.030421836760079396,-0.030421836760079396
2024-12-31,7.5,-0.2916917289348783,-0.2916917289348783
2025-01-02,10.5,0.49211794758951855,0.49211794758951855
2025-01-03,7.0,-0.42232667502227783,-0.42232667502227783
2025-01-06,7.5,-0.2916917289348783,-0.2916917289348783
2025-01-07,4.5,-1.0755014054592753,-1.0755014054592753
2025-01-08,8.5,-0.030421836760079396,-0.030421836760079396
2025-01-09,6.5,-0.5529616211096773,-0.5529616211096773
2025-01-16,8.0,-0.16105678284747887,-0.16105678284747887
2025-01-17,9.0,0.10021310932732008,0.10021310932732008
2025-01-20,14.0,1.406562570201315,1.406562570201315
2025-01-21,8.0,-0.16105678284747887,-0.16105678284747887
2025-01-22,6.5,-0.5529616211096773,-0.5529616211096773
2025-01-23,10.5,0.49211794758951855,0.49211794758951855
2025-01-27,10.5,0.49211794758951855,0.49211794758951855
2025-01-28,4.5,-1.0755014054592753,-1.0755014054592753
2025-01-29,7.0,-0.42232667502227783,-0.42232667502227783
2025-02-03,11.5,0.7533878397643174,0.7533878397643174
2025-02-04,6.0,-0.6835965671970768,-0.6835965671970768
2025-02-05,5.0,-0.9448664593718757,-0.9448664593718757
2025-02-06,10.5,0.49211794758951855,0.49211794758951855
2025-02-11,3.0,-1.4674062437214737,-1.4674062437214737
2025-02-14,15.5,1.7984674084635133,1.7984674084635133
2025-02-17,2.5,-1.598041189808873,-1.598041189808873
2025-02-18,5.0,-0.9448664593718757,-0.9448664593718757
2025-02-19,6.0,-0.6835965671970768,-0.6835965671970768
2025-02-20,7.5,-0.2916917289348783,-0.2916917289348783
2025-02-24,10.5,0.49211794758951855,0.49211794758951855
2025-02-25,11.0,0.622752893676918,0.622752893676918
2025-02-26,11.5,0.7533878397643174,0.7533878397643174
2025-03-03,13.0,1.145292678026516,1.145292678026516
2025-03-04,10.5,0.49211794758951855,0.49211794758951855
2025-03-05,13.0,1.145292678026516,1.145292678026516
2025-03-06,12.5,1.0146577319391163,1.0146577319391163
2025-03-11,7.0,-0.42232667502227783,-0.42232667502227783
2025-03-17,0.5,-2.120580974158471,-2.120580974158471
