Date,"Volatility of Returns (Session:All day, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,3.75,-0.9173418001539518,-0.9173418001539518
2024-11-04,7.25,-0.2942173703533195,-0.2942173703533195
2024-11-05,23.25,2.5543514515924284,2.5543514515924284
2024-11-06,9.25,0.06185373238989895,0.06185373238989895
2024-11-07,17.25,1.486138143362773,1.486138143362773
2024-11-10,3.75,-0.9173418001539518,-0.9173418001539518
2024-11-11,6.25,-0.4722529217249288,-0.4722529217249288
2024-11-15,12.75,0.6849781621905313,0.6849781621905313
2024-11-17,3.25,-1.0063595758397565,-1.0063595758397565
2024-11-18,15.75,1.219084816305359,1.219084816305359
2024-11-19,9.75,0.15087150807570357,0.15087150807570357
2024-11-20,6.25,-0.4722529217249288,-0.4722529217249288
2024-11-21,7.0,-0.3387262581962218,-0.3387262581962218
2024-11-24,4.25,-0.8283240244681472,-0.8283240244681472
2024-11-25,11.5,0.46243372297601976,0.46243372297601976
2024-11-26,10.25,0.2398892837615082,0.2398892837615082
2024-11-29,5.75,-0.5612706974107334,-0.5612706974107334
2024-12-01,6.0,-0.516761809567831,-0.516761809567831
2024-12-02,11.25,0.4179248351331174,0.4179248351331174
2024-12-03,12.0,0.5514514986618243,0.5514514986618243
2024-12-04,13.5,0.8185048257192382,0.8185048257192382
2024-12-05,8.25,-0.11618181898171029,-0.11618181898171029
2024-12-08,5.25,-0.650288473096538,-0.650288473096538
2024-12-10,6.5,-0.4277440338820265,-0.4277440338820265
2024-12-13,8.25,-0.11618181898171029,-0.11618181898171029
2024-12-15,2.25,-1.1843951272113658,-1.1843951272113658
2024-12-16,7.0,-0.3387262581962218,-0.3387262581962218
2024-12-17,7.25,-0.2942173703533195,-0.2942173703533195
2024-12-18,19.5,1.8867181339488936,1.8867181339488936
2024-12-22,3.0,-1.0508684636826588,-1.0508684636826588
2024-12-23,6.75,-0.3832351460391241,-0.3832351460391241
2024-12-24,4.5,-0.7838151366252449,-0.7838151366252449
2024-12-25,3.25,-1.0063595758397565,-1.0063595758397565
2024-12-26,8.0,-0.1606907068246126,-0.1606907068246126
2024-12-27,5.75,-0.5612706974107334,-0.5612706974107334
2024-12-29,4.5,-0.7838151366252449,-0.7838151366252449
2024-12-30,10.25,0.2398892837615082,0.2398892837615082
2024-12-31,7.0,-0.3387262581962218,-0.3387262581962218
2025-01-01,7.25,-0.2942173703533195,-0.2942173703533195
2025-01-02,8.5,-0.07167293113880797,-0.07167293113880797
2025-01-03,7.25,-0.2942173703533195,-0.2942173703533195
2025-01-05,2.5,-1.1398862393684634,-1.1398862393684634
2025-01-06,7.5,-0.24970848251041722,-0.24970848251041722
2025-01-07,8.0,-0.1606907068246126,-0.1606907068246126
2025-01-08,7.5,-0.24970848251041722,-0.24970848251041722
2025-01-09,5.75,-0.5612706974107334,-0.5612706974107334
2025-01-12,4.5,-0.7838151366252449,-0.7838151366252449
2025-01-16,12.0,0.5514514986618243,0.5514514986618243
2025-01-17,7.254028320312273,-0.2935001861254226,-0.2935001861254226
2025-01-19,2.5,-1.1398862393684634,-1.1398862393684634
2025-01-20,13.75,0.8630137135621405,0.8630137135621405
2025-01-21,4.75,-0.7393062487823426,-0.7393062487823426
2025-01-22,7.0,-0.3387262581962218,-0.3387262581962218
2025-01-23,6.5,-0.4277440338820265,-0.4277440338820265
2025-01-26,11.5,0.46243372297601976,0.46243372297601976
2025-01-27,9.25,0.06185373238989895,0.06185373238989895
2025-01-28,7.75,-0.20519959466751492,-0.20519959466751492
2025-01-29,9.75,0.15087150807570357,0.15087150807570357
2025-02-02,9.5,0.10636262023280126,0.10636262023280126
2025-02-03,8.0,-0.1606907068246126,-0.1606907068246126
2025-02-04,9.5,0.10636262023280126,0.10636262023280126
2025-02-05,11.5,0.46243372297601976,0.46243372297601976
2025-02-06,5.0,-0.6947973609394403,-0.6947973609394403
2025-02-09,2.75,-1.0953773515255611,-1.0953773515255611
2025-02-11,6.25,-0.4722529217249288,-0.4722529217249288
2025-02-14,10.75,0.3289070594473128,0.3289070594473128
2025-02-16,2.75,-1.0953773515255611,-1.0953773515255611
2025-02-17,3.75,-0.9173418001539518,-0.9173418001539518
2025-02-18,6.25,-0.4722529217249288,-0.4722529217249288
2025-02-19,7.0,-0.3387262581962218,-0.3387262581962218
2025-02-20,5.0,-0.6947973609394403,-0.6947973609394403
2025-02-23,1.5,-1.3179217907400727,-1.3179217907400727
2025-02-24,9.75,0.15087150807570357,0.15087150807570357
2025-02-25,11.25,0.4179248351331174,0.4179248351331174
2025-02-26,10.75,0.3289070594473128,0.3289070594473128
2025-03-02,3.0,-1.0508684636826588,-1.0508684636826588
2025-03-03,17.0,1.4416292555198706,1.4416292555198706
2025-03-04,19.0,1.797700358263089,1.797700358263089
2025-03-05,16.0,1.2635937041482612,1.2635937041482612
2025-03-06,10.25,0.2398892837615082,0.2398892837615082
2025-03-09,4.0,-0.8728329123110495,-0.8728329123110495
2025-03-11,13.25,0.7739959378763359,0.7739959378763359
2025-03-16,3.5,-0.9618506879968541,-0.9618506879968541
2025-03-17,8.0,-0.1606907068246126,-0.1606907068246126
2025-03-18,7.5,-0.24970848251041722,-0.24970848251041722
2025-03-19,11.25,0.4179248351331174,0.4179248351331174
2025-03-20,8.5,-0.07167293113880797,-0.07167293113880797
2025-03-21,6.5,-0.4277440338820265,-0.4277440338820265
2025-03-23,3.0,-1.0508684636826588,-1.0508684636826588
2025-03-24,7.5,-0.24970848251041722,-0.24970848251041722
2025-03-25,8.0,-0.1606907068246126,-0.1606907068246126
2025-03-26,4.75,-0.7393062487823426,-0.7393062487823426
2025-03-30,5.75,-0.5612706974107334,-0.5612706974107334
2025-03-31,9.25,0.06185373238989895,0.06185373238989895
2025-04-01,6.25,-0.4722529217249288,-0.4722529217249288
2025-04-02,23.5,2.5988603394353307,2.5988603394353307
2025-04-03,17.25,1.486138143362773,1.486138143362773
2025-04-06,14.75,1.0410492649337497,1.0410492649337497
2025-04-07,38.25,5.224884722166567,5.224884722166567
2025-04-08,32.5,4.2011803017798135,4.2011803017798135
2025-04-09,19.5,1.8867181339488936,1.8867181339488936
2025-04-13,9.25,0.06185373238989895,0.06185373238989895
2025-04-15,11.5,0.46243372297601976,0.46243372297601976
2025-04-16,10.25,0.2398892837615082,0.2398892837615082
2025-04-17,6.25,-0.4722529217249288,-0.4722529217249288
2025-04-20,2.5,-1.1398862393684634,-1.1398862393684634
2025-04-21,9.75,0.15087150807570357,0.15087150807570357
2025-04-22,8.0,-0.1606907068246126,-0.1606907068246126
2025-04-23,11.5,0.46243372297601976,0.46243372297601976
2025-04-24,8.0,-0.1606907068246126,-0.1606907068246126
2025-04-27,2.25,-1.1843951272113658,-1.1843951272113658
2025-04-28,10.5,0.2843981716044105,0.2843981716044105
2025-04-29,9.5,0.10636262023280126,0.10636262023280126
2025-05-01,14.5,0.9965403770908474,0.9965403770908474
2025-05-04,3.5,-0.9618506879968541,-0.9618506879968541
2025-05-05,8.5,-0.07167293113880797,-0.07167293113880797
2025-05-06,8.5,-0.07167293113880797,-0.07167293113880797
2025-05-07,9.0,0.01734484454699664,0.01734484454699664
