Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,2.0,-0.4943230373569837,-0.4943230373569837
2024-10-01,2.5,-0.34019950479701155,-0.34019950479701155
2024-10-02,2.0,-0.4943230373569837,-0.4943230373569837
2024-10-03,1.25,-0.7255083361969418,-0.7255083361969418
2024-10-06,3.25,-0.1090142059570534,-0.1090142059570534
2024-10-07,3.75,0.045109326602918706,0.045109326602918706
2024-10-08,1.75,-0.5713848036369698,-0.5713848036369698
2024-10-09,1.75,-0.5713848036369698,-0.5713848036369698
2024-10-13,1.5,-0.6484465699169558,-0.6484465699169558
2024-10-14,2.75,-0.2631377385170255,-0.2631377385170255
2024-10-16,2.25,-0.4172612710769976,-0.4172612710769976
2024-10-17,1.5,-0.6484465699169558,-0.6484465699169558
2024-10-20,2.0,-0.4943230373569837,-0.4943230373569837
2024-10-21,2.75,-0.2631377385170255,-0.2631377385170255
2024-10-22,3.25,-0.1090142059570534,-0.1090142059570534
2024-10-23,3.5,-0.031952439677067346,-0.031952439677067346
2024-10-24,2.5,-0.34019950479701155,-0.34019950479701155
2024-10-27,6.0,0.7386652231227931,0.7386652231227931
2024-10-28,2.25,-0.4172612710769976,-0.4172612710769976
2024-10-29,2.25,-0.4172612710769976,-0.4172612710769976
2024-11-03,3.75,0.045109326602918706,0.045109326602918706
2024-11-04,2.5,-0.34019950479701155,-0.34019950479701155
2024-11-05,23.25,6.055927096441831,6.055927096441831
2024-11-06,2.75,-0.2631377385170255,-0.2631377385170255
2024-11-07,3.0,-0.18607597223703945,-0.18607597223703945
2024-11-10,3.75,0.045109326602918706,0.045109326602918706
2024-11-11,2.75,-0.2631377385170255,-0.2631377385170255
2024-11-17,2.5,-0.34019950479701155,-0.34019950479701155
2024-11-18,2.0,-0.4943230373569837,-0.4943230373569837
2024-11-19,2.25,-0.4172612710769976,-0.4172612710769976
2024-11-20,1.25,-0.7255083361969418,-0.7255083361969418
2024-11-21,1.75,-0.5713848036369698,-0.5713848036369698
2024-11-24,3.75,0.045109326602918706,0.045109326602918706
2024-11-25,3.5,-0.031952439677067346,-0.031952439677067346
2024-11-26,2.0,-0.4943230373569837,-0.4943230373569837
2024-11-28,4.25,0.19923285916289082,0.19923285916289082
2024-12-01,4.5,0.27629462544287686,0.27629462544287686
2024-12-02,5.0,0.430418158002849,0.430418158002849
2024-12-03,4.5,0.27629462544287686,0.27629462544287686
2024-12-04,2.5,-0.34019950479701155,-0.34019950479701155
2024-12-05,3.25,-0.1090142059570534,-0.1090142059570534
2024-12-08,4.0,0.12217109288290476,0.12217109288290476
2024-12-10,2.25,-0.4172612710769976,-0.4172612710769976
2024-12-15,1.75,-0.5713848036369698,-0.5713848036369698
2024-12-16,1.75,-0.5713848036369698,-0.5713848036369698
2024-12-17,2.0,-0.4943230373569837,-0.4943230373569837
2024-12-18,2.5,-0.34019950479701155,-0.34019950479701155
2024-12-22,1.75,-0.5713848036369698,-0.5713848036369698
2024-12-23,1.25,-0.7255083361969418,-0.7255083361969418
