Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-12-25,3.25,-0.1090142059570534,-0.1090142059570534
2024-12-26,2.0,-0.4943230373569837,-0.4943230373569837
2024-12-29,1.5,-0.6484465699169558,-0.6484465699169558
2024-12-30,2.0,-0.4943230373569837,-0.4943230373569837
2025-01-01,3.25,-0.1090142059570534,-0.1090142059570534
2025-01-02,2.0,-0.4943230373569837,-0.4943230373569837
2025-01-05,3.5,-0.031952439677067346,-0.031952439677067346
2025-01-06,2.75,-0.2631377385170255,-0.2631377385170255
2025-01-07,2.0,-0.4943230373569837,-0.4943230373569837
2025-01-08,3.0,-0.18607597223703945,-0.18607597223703945
2025-01-09,2.25,-0.4172612710769976,-0.4172612710769976
2025-01-12,4.25,0.19923285916289082,0.19923285916289082
2025-01-16,1.5,-0.6484465699169558,-0.6484465699169558
2025-01-19,2.25,-0.4172612710769976,-0.4172612710769976
2025-01-20,6.0,0.7386652231227931,0.7386652231227931
2025-01-21,2.25,-0.4172612710769976,-0.4172612710769976
2025-01-22,1.5,-0.6484465699169558,-0.6484465699169558
2025-01-23,3.75,0.045109326602918706,0.045109326602918706
2025-01-26,4.0,0.12217109288290476,0.12217109288290476
2025-01-27,3.0,-0.18607597223703945,-0.18607597223703945
2025-01-28,2.25,-0.4172612710769976,-0.4172612710769976
2025-01-29,2.25,-0.4172612710769976,-0.4172612710769976
2025-02-02,9.5,1.817529951042598,1.817529951042598
2025-02-03,2.25,-0.4172612710769976,-0.4172612710769976
2025-02-04,2.25,-0.4172612710769976,-0.4172612710769976
2025-02-05,1.75,-0.5713848036369698,-0.5713848036369698
2025-02-06,2.0,-0.4943230373569837,-0.4943230373569837
2025-02-09,2.75,-0.2631377385170255,-0.2631377385170255
2025-02-11,3.0,-0.18607597223703945,-0.18607597223703945
2025-02-16,2.75,-0.2631377385170255,-0.2631377385170255
2025-02-17,3.25,-0.1090142059570534,-0.1090142059570534
2025-02-18,1.5,-0.6484465699169558,-0.6484465699169558
2025-02-19,2.5,-0.34019950479701155,-0.34019950479701155
2025-02-20,2.75,-0.2631377385170255,-0.2631377385170255
2025-02-23,1.5,-0.6484465699169558,-0.6484465699169558
2025-02-24,3.5,-0.031952439677067346,-0.031952439677067346
2025-02-25,4.75,0.35335639172286293,0.35335639172286293
2025-02-26,3.0,-0.18607597223703945,-0.18607597223703945
2025-03-02,3.0,-0.18607597223703945,-0.18607597223703945
2025-03-03,5.75,0.6616034568428071,0.6616034568428071
2025-03-04,5.25,0.5074799242828351,0.5074799242828351
2025-03-05,5.75,0.6616034568428071,0.6616034568428071
2025-03-06,3.5,-0.031952439677067346,-0.031952439677067346
2025-03-09,4.0,0.12217109288290476,0.12217109288290476
2025-03-11,2.75,-0.2631377385170255,-0.2631377385170255
2025-03-16,3.5,-0.031952439677067346,-0.031952439677067346
2025-03-17,2.75,-0.2631377385170255,-0.2631377385170255
2025-03-18,1.75,-0.5713848036369698,-0.5713848036369698
2025-03-19,2.25,-0.4172612710769976,-0.4172612710769976
2025-03-20,2.25,-0.4172612710769976,-0.4172612710769976
2025-03-23,3.0,-0.18607597223703945,-0.18607597223703945
2025-03-24,1.75,-0.5713848036369698,-0.5713848036369698
2025-03-25,2.25,-0.4172612710769976,-0.4172612710769976
2025-03-26,2.75,-0.2631377385170255,-0.2631377385170255
2025-03-30,5.75,0.6616034568428071,0.6616034568428071
2025-03-31,3.0,-0.18607597223703945,-0.18607597223703945
2025-04-01,3.25,-0.1090142059570534,-0.1090142059570534
2025-04-02,9.5,1.817529951042598,1.817529951042598
2025-04-03,9.25,1.7404681847626118,1.7404681847626118
2025-04-06,14.75,3.435827042922305,3.435827042922305
2025-04-07,8.75,1.5863446522026399,1.5863446522026399
2025-04-08,22.5,5.824741797601873,5.824741797601873
2025-04-09,10.75,2.2028387824425284,2.2028387824425284
2025-04-13,9.25,1.7404681847626118,1.7404681847626118
2025-04-15,3.0,-0.18607597223703945,-0.18607597223703945
2025-04-16,5.25,0.5074799242828351,0.5074799242828351
2025-04-20,2.5,-0.34019950479701155,-0.34019950479701155
2025-04-21,3.0,-0.18607597223703945,-0.18607597223703945
2025-04-22,5.75,0.6616034568428071,0.6616034568428071
2025-04-23,3.25,-0.1090142059570534,-0.1090142059570534
2025-04-24,3.0,-0.18607597223703945,-0.18607597223703945
2025-04-27,2.25,-0.4172612710769976,-0.4172612710769976
2025-04-28,2.25,-0.4172612710769976,-0.4172612710769976
2025-04-29,1.75,-0.5713848036369698,-0.5713848036369698
