Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-16,3.5,-1.020223794281213,-1.020223794281213
2025-03-17,8.0,0.1368795639258336,0.1368795639258336
2025-03-18,7.5,0.008312524125050683,0.008312524125050683
2025-03-19,11.25,0.9725653226309227,0.9725653226309227
2025-03-20,8.5,0.26544660372661655,0.26544660372661655
2025-03-21,6.75,-0.18453803557612372,-0.18453803557612372
2025-03-23,3.0,-1.1487908340819957,-1.1487908340819957
2025-03-24,7.5,0.008312524125050683,0.008312524125050683
2025-03-25,8.0,0.1368795639258336,0.1368795639258336
2025-03-26,4.75,-0.6988061947792554,-0.6988061947792554
2025-03-30,5.75,-0.44167211517768956,-0.44167211517768956
2025-03-31,3.5,-1.020223794281213,-1.020223794281213
