Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,3.75,-0.109646353297207,-0.109646353297207
2024-11-04,3.75,-0.109646353297207,-0.109646353297207
2024-11-05,10.75,2.566480687977573,2.566480687977573
2024-11-06,2.75,-0.4919502163364613,-0.4919502163364613
2024-11-07,4.0,-0.014070387537393411,-0.014070387537393411
2024-11-10,3.0,-0.3963742505766477,-0.3963742505766477
2024-11-11,3.0,-0.3963742505766477,-0.3963742505766477
2024-11-15,2.25,-0.6831021478560885,-0.6831021478560885
2024-11-17,2.0,-0.778678113615902,-0.778678113615902
2024-11-18,1.5,-0.9698300451355292,-0.9698300451355292
2024-11-19,3.0,-0.3963742505766477,-0.3963742505766477
2024-11-20,2.0,-0.778678113615902,-0.778678113615902
2024-11-21,1.75,-0.8742540793757156,-0.8742540793757156
2024-11-24,3.75,-0.109646353297207,-0.109646353297207
2024-11-25,3.5,-0.20522231905702057,-0.20522231905702057
2024-11-26,1.75,-0.8742540793757156,-0.8742540793757156
2024-12-01,5.0,0.3682334755018609,0.3682334755018609
2024-12-02,4.5,0.17708154398223375,0.17708154398223375
2024-12-03,3.75,-0.109646353297207,-0.109646353297207
2024-12-04,3.0,-0.3963742505766477,-0.3963742505766477
2024-12-05,3.75,-0.109646353297207,-0.109646353297207
2024-12-08,3.75,-0.109646353297207,-0.109646353297207
2024-12-10,2.75,-0.4919502163364613,-0.4919502163364613
2024-12-13,1.5,-0.9698300451355292,-0.9698300451355292
2024-12-15,1.75,-0.8742540793757156,-0.8742540793757156
2024-12-16,1.5,-0.9698300451355292,-0.9698300451355292
2024-12-17,2.25,-0.6831021478560885,-0.6831021478560885
2024-12-18,4.75,0.27265750974204733,0.27265750974204733
2024-12-22,1.75,-0.8742540793757156,-0.8742540793757156
2024-12-23,1.75,-0.8742540793757156,-0.8742540793757156
2024-12-25,1.25,-1.0654060108953427,-1.0654060108953427
2024-12-26,1.5,-0.9698300451355292,-0.9698300451355292
2024-12-27,1.5,-0.9698300451355292,-0.9698300451355292
2024-12-29,1.5,-0.9698300451355292,-0.9698300451355292
2024-12-30,2.0,-0.778678113615902,-0.778678113615902
2024-12-31,1.25,-1.0654060108953427,-1.0654060108953427
2025-01-01,3.0,-0.3963742505766477,-0.3963742505766477
2025-01-02,2.0,-0.778678113615902,-0.778678113615902
2025-01-03,0.5,-1.3521339081747834,-1.3521339081747834
2025-01-05,2.0,-0.778678113615902,-0.778678113615902
2025-01-06,3.5,-0.20522231905702057,-0.20522231905702057
2025-01-07,2.25,-0.6831021478560885,-0.6831021478560885
2025-01-08,3.25,-0.3007982848168341,-0.3007982848168341
2025-01-09,0.75,-1.25655794241497,-1.25655794241497
2025-01-12,2.75,-0.4919502163364613,-0.4919502163364613
2025-01-16,2.25,-0.6831021478560885,-0.6831021478560885
2025-01-17,3.0040283203122726,-0.39483420815970643,-0.39483420815970643
2025-01-19,1.25,-1.0654060108953427,-1.0654060108953427
2025-01-20,5.0,0.3682334755018609,0.3682334755018609
2025-01-21,3.75,-0.109646353297207,-0.109646353297207
2025-01-22,2.5,-0.5875261820962749,-0.5875261820962749
2025-01-23,1.25,-1.0654060108953427,-1.0654060108953427
2025-01-26,2.75,-0.4919502163364613,-0.4919502163364613
2025-01-27,4.0,-0.014070387537393411,-0.014070387537393411
2025-01-28,2.5,-0.5875261820962749,-0.5875261820962749
2025-01-29,3.0,-0.3963742505766477,-0.3963742505766477
2025-02-02,6.0,0.7505373385411153,0.7505373385411153
2025-02-03,6.25,0.8461133043009288,0.8461133043009288
2025-02-04,2.75,-0.4919502163364613,-0.4919502163364613
2025-02-05,3.5,-0.20522231905702057,-0.20522231905702057
2025-02-06,4.25,0.08150557822242016,0.08150557822242016
2025-02-09,2.75,-0.4919502163364613,-0.4919502163364613
2025-02-11,2.5,-0.5875261820962749,-0.5875261820962749
2025-02-14,3.25,-0.3007982848168341,-0.3007982848168341
2025-02-17,1.0,-1.1609819766551563,-1.1609819766551563
2025-02-18,3.75,-0.109646353297207,-0.109646353297207
2025-02-19,3.0,-0.3963742505766477,-0.3963742505766477
2025-02-20,1.25,-1.0654060108953427,-1.0654060108953427
2025-02-24,3.5,-0.20522231905702057,-0.20522231905702057
2025-02-25,4.0,-0.014070387537393411,-0.014070387537393411
2025-02-26,8.75,1.8018729618990645,1.8018729618990645
2025-03-03,5.0,0.3682334755018609,0.3682334755018609
2025-03-04,12.0,3.044360516776641,3.044360516776641
2025-03-05,5.0,0.3682334755018609,0.3682334755018609
2025-03-06,7.5,1.3239931330999968,1.3239931330999968
2025-03-11,10.5,2.47090472221776,2.47090472221776
2025-03-17,6.5,0.9416892700607423,0.9416892700607423
2025-03-18,5.5,0.5593854070214881,0.5593854070214881
2025-03-19,8.75,1.8018729618990645,1.8018729618990645
2025-03-20,5.5,0.5593854070214881,0.5593854070214881
2025-03-21,5.0,0.3682334755018609,0.3682334755018609
2025-03-24,2.75,-0.4919502163364613,-0.4919502163364613
2025-03-25,3.5,-0.20522231905702057,-0.20522231905702057
2025-03-26,3.5,-0.20522231905702057,-0.20522231905702057
2025-03-31,5.75,0.6549613727813016,0.6549613727813016
2025-04-01,3.25,-0.3007982848168341,-0.3007982848168341
2025-04-02,10.0,2.2797527906981325,2.2797527906981325
2025-04-03,5.25,0.4638094412616745,0.4638094412616745
2025-04-07,9.75,2.184176824938319,2.184176824938319
2025-04-08,12.0,3.044360516776641,3.044360516776641
2025-04-09,10.75,2.566480687977573,2.566480687977573
2025-04-15,7.5,1.3239931330999968,1.3239931330999968
2025-04-16,8.75,1.8018729618990645,1.8018729618990645
2025-04-17,5.75,0.6549613727813016,0.6549613727813016
2025-04-21,7.75,1.4195690988598102,1.4195690988598102
2025-04-22,3.25,-0.3007982848168341,-0.3007982848168341
2025-04-23,7.25,1.2284171673401831,1.2284171673401831
2025-04-24,4.0,-0.014070387537393411,-0.014070387537393411
2025-04-28,6.75,1.0372652358205559,1.0372652358205559
2025-04-29,3.5,-0.20522231905702057,-0.20522231905702057
2025-05-01,6.25,0.8461133043009288,0.8461133043009288
2025-05-05,2.25,-0.6831021478560885,-0.6831021478560885
