Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-13,0.5,-1.2495659566160275,-1.2495659566160275
2024-10-14,1.625,-0.2026360718319453,-0.2026360718319453
2024-10-16,1.0625007999999525,-0.726100269740557,-0.726100269740557
2024-10-17,2.3125007999999525,0.4371551577973122,0.4371551577973122
2024-10-18,1.3124992000000475,-0.493450673199842,-0.493450673199842
2024-10-20,0.375,-1.3658914993698144,-1.3658914993698144
2024-10-21,3.125,1.1932704412134976,1.1932704412134976
2024-10-22,1.5624992000000475,-0.2607995876922682,-0.2607995876922682
2024-10-23,1.3125007999999525,-0.4934491842329831,-0.4934491842329831
2024-10-24,1.4375007999999525,-0.37712364147919625,-0.37712364147919625
2024-10-27,1.0,-0.7842637856008798,-0.7842637856008798
2024-10-28,1.875,0.03001501367562854,0.03001501367562854
2024-10-29,2.5,0.611642727444563,0.611642727444563
2024-11-03,1.1874992000000475,-0.6097762159536289,-0.6097762159536289
2024-11-04,1.8124992000000475,-0.028148502184694345,-0.028148502184694345
2024-11-05,4.6874992000000475,2.647338981152405,2.647338981152405
2024-11-06,2.25,0.37899164193698925,0.37899164193698925
2024-11-07,2.375,0.4953171846907762,0.4953171846907762
2024-11-10,0.75,-1.0169148711084537,-1.0169148711084537
2024-11-11,1.375,-0.4352871573395191,-0.4352871573395191
2024-11-15,3.125,1.1932704412134976,1.1932704412134976
2024-11-17,0.8124992000000475,-0.9587528442149896,-0.9587528442149896
2024-11-18,1.6874992000000475,-0.14447404493848126,-0.14447404493848126
2024-11-19,2.3125007999999525,0.4371551577973122,0.4371551577973122
2024-11-20,1.25,-0.551612700093306,-0.551612700093306
2024-11-21,2.0,0.14634055642941546,0.14634055642941546
2024-11-24,0.875,-0.9005893283546668,-0.9005893283546668
2024-11-25,2.6874992000000475,0.786130297091814,0.786130297091814
2024-11-26,1.75,-0.08631052907815838,-0.08631052907815838
2024-11-28,0.875,-0.9005893283546668,-0.9005893283546668
2024-11-29,4.6875,2.647339725635834,2.647339725635834
2024-12-01,3.875,1.8912236977362193,1.8912236977362193
2024-12-02,4.75,2.705502497012728,2.705502497012728
2024-12-03,1.5625,-0.2607988432088387,-0.2607988432088387
2024-12-04,2.75,0.8442938129521369,0.8442938129521369
2024-12-05,3.375,1.4259215267210714,1.4259215267210714
2024-12-10,2.1875,0.3208288705600958,0.3208288705600958
2024-12-13,2.125,0.2626660991832024,0.2626660991832024
2024-12-15,0.4375,-1.307728727992921,-1.307728727992921
2024-12-16,1.4375,-0.37712438596262565,-0.37712438596262565
2024-12-17,2.0,0.14634055642941546,0.14634055642941546
2024-12-18,5.3125,3.228967439404769,3.228967439404769
2024-12-22,0.4375,-1.307728727992921,-1.307728727992921
2024-12-23,1.1875,-0.6097754714701995,-0.6097754714701995
2024-12-24,1.0,-0.7842637856008798,-0.7842637856008798
2024-12-25,0.75,-1.0169148711084537,-1.0169148711084537
2024-12-26,1.375,-0.4352871573395191,-0.4352871573395191
2024-12-27,1.1875,-0.6097754714701995,-0.6097754714701995
2024-12-29,0.375,-1.3658914993698144,-1.3658914993698144
2024-12-30,2.625,0.72796827019835,0.72796827019835
2024-12-31,1.5,-0.3189616145857322,-0.3189616145857322
2025-01-01,0.8125,-0.9587520997315602,-0.9587520997315602
2025-01-02,2.0,0.14634055642941546,0.14634055642941546
2025-01-03,1.75,-0.08631052907815838,-0.08631052907815838
2025-01-05,0.5625,-1.191403185239134,-1.191403185239134
2025-01-06,1.5,-0.3189616145857322,-0.3189616145857322
2025-01-07,2.0,0.14634055642941546,0.14634055642941546
2025-01-08,1.6875,-0.14447330045505183,-0.14447330045505183
2025-01-09,1.125,-0.6679382428470929,-0.6679382428470929
2025-01-10,4.1875,2.1820375546206865,2.1820375546206865
2025-01-12,1.0,-0.7842637856008798,-0.7842637856008798
2025-01-13,1.75,-0.08631052907815838,-0.08631052907815838
2025-01-14,1.5625,-0.2607988432088387,-0.2607988432088387
2025-01-15,3.5,1.5422470694748585,1.5422470694748585
2025-01-16,2.8125,0.9024565843290304,0.9024565843290304
2025-01-17,2.0625,0.2045033278063089,0.2045033278063089
2025-01-19,0.6875,-1.0750776424853472,-1.0750776424853472
2025-01-20,2.375,0.4953171846907762,0.4953171846907762
2025-01-21,2.125,0.2626660991832024,0.2626660991832024
2025-01-22,1.375,-0.4352871573395191,-0.4352871573395191
2025-01-23,1.6875,-0.14447330045505183,-0.14447330045505183
2025-01-24,1.3125,-0.4934499287164126,-0.4934499287164126
2025-01-26,0.6875,-1.0750776424853472,-1.0750776424853472
2025-01-27,2.625,0.72796827019835,0.72796827019835
2025-01-28,1.4375,-0.37712438596262565,-0.37712438596262565
2025-01-29,2.3125,0.4371544133138827,0.4371544133138827
2025-01-30,1.5,-0.3189616145857322,-0.3189616145857322
2025-01-31,1.5625,-0.2607988432088387,-0.2607988432088387
2025-02-02,1.5625,-0.2607988432088387,-0.2607988432088387
2025-02-03,2.25,0.37899164193698925,0.37899164193698925
2025-02-04,2.0,0.14634055642941546,0.14634055642941546
2025-02-05,1.75,-0.08631052907815838,-0.08631052907815838
2025-02-06,0.875,-0.9005893283546668,-0.9005893283546668
2025-02-07,4.3189697265625,2.3043838530052847,2.3043838530052847
2025-02-09,0.5625,-1.191403185239134,-1.191403185239134
2025-02-10,1.4375,-0.37712438596262565,-0.37712438596262565
2025-02-11,0.8125,-0.9587520997315602,-0.9587520997315602
