Date,"Volatility of Returns (Session:All day, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2022-12-20,7.5,-0.2651335241418987,-0.2651335241418987
2022-12-21,11.0,0.4381526384682851,0.4381526384682851
2022-12-27,12.75,0.789795719773377,0.789795719773377
2022-12-28,9.0,0.036274831262465786,0.036274831262465786
2022-12-29,6.5,-0.4660724277448084,-0.4660724277448084
2022-12-30,9.25,0.0865095571631932,0.0865095571631932
2023-01-03,9.25,0.0865095571631932,0.0865095571631932
2023-01-04,7.0,-0.36560297594335356,-0.36560297594335356
2023-01-05,10.25,0.28744846076610286,0.28744846076610286
2023-01-08,2.75,-1.2195933162557195,-1.2195933162557195
2023-01-10,11.5,0.53862209026974,0.53862209026974
2023-01-11,8.5,-0.06419462053898906,-0.06419462053898906
2023-01-15,3.0,-1.1693585903549921,-1.1693585903549921
2023-01-17,13.25,0.8902651715748319,0.8902651715748319
2023-01-19,13.5,0.9404998974755593,0.9404998974755593
2023-01-20,11.0,0.4381526384682851,0.4381526384682851
2023-01-22,3.0,-1.1693585903549921,-1.1693585903549921
2023-01-23,10.0,0.23721373486537545,0.23721373486537545
2023-01-24,11.25,0.48838736436901253,0.48838736436901253
2023-01-25,7.75,-0.2148987982411713,-0.2148987982411713
2023-01-29,3.75,-1.0186544126528099,-1.0186544126528099
2023-01-30,9.75,0.18697900896464803,0.18697900896464803
2023-01-31,7.75,-0.2148987982411713,-0.2148987982411713
2023-02-01,16.5,1.5433166082842884,1.5433166082842884
2023-02-02,11.0,0.4381526384682851,0.4381526384682851
2023-02-05,4.25,-0.9181849608513551,-0.9181849608513551
2023-02-06,16.0,1.4428471564828336,1.4428471564828336
2023-02-07,11.25,0.48838736436901253,0.48838736436901253
2023-02-08,6.5,-0.4660724277448084,-0.4660724277448084
2023-02-09,13.0,0.8400304456741045,0.8400304456741045
2023-02-12,2.75,-1.2195933162557195,-1.2195933162557195
2023-02-15,10.25,0.28744846076610286,0.28744846076610286
2023-02-17,13.0,0.8400304456741045,0.8400304456741045
2023-02-19,3.25,-1.1191238644542647,-1.1191238644542647
2023-02-21,14.25,1.0912040751777417,1.0912040751777417
2023-02-22,7.5,-0.2651335241418987,-0.2651335241418987
2023-02-26,3.0,-1.1693585903549921,-1.1693585903549921
2023-02-27,17.25,1.6940207859864707,1.6940207859864707
2023-02-28,15.75,1.3926124305821062,1.3926124305821062
2023-03-01,20.75,2.3973069485966545,2.3973069485966545
2023-03-02,15.5,1.3423777046813787,1.3423777046813787
2023-03-03,15.5,1.3423777046813787,1.3423777046813787
2023-03-05,10.5,0.3376831866668303,0.3376831866668303
2023-03-06,15.75,1.3926124305821062,1.3926124305821062
2023-03-07,12.25,0.6893262679719222,0.6893262679719222
2023-03-08,12.25,0.6893262679719222,0.6893262679719222
2023-03-09,27.25,3.703409822015568,3.703409822015568
2023-03-12,21.5,2.5480111262988365,2.5480111262988365
2023-03-16,31.75,4.607634888228661,4.607634888228661
2023-03-19,13.75,0.9907346233762867,0.9907346233762867
2023-03-20,31.25,4.507165436427206,4.507165436427206
2023-03-21,22.25,2.698715304001019,2.698715304001019
2023-03-22,28.75,4.004818177419932,4.004818177419932
2023-03-23,19.5,2.146133319093017,2.146133319093017
2023-03-24,18.0,1.844724963688653,1.844724963688653
2023-03-26,5.0,-0.7674807831491729,-0.7674807831491729
2023-03-27,20.5,2.347072222695927,2.347072222695927
2023-03-28,11.25,0.48838736436901253,0.48838736436901253
2023-03-29,10.5,0.3376831866668303,0.3376831866668303
2023-04-02,6.5,-0.4660724277448084,-0.4660724277448084
2023-04-03,17.75,1.7944902377879255,1.7944902377879255
2023-04-04,19.25,2.09589859319229,2.09589859319229
2023-04-05,14.75,1.1916735269791965,1.1916735269791965
2023-04-06,9.0,0.036274831262465786,0.036274831262465786
2023-04-09,2.25,-1.3200627680571744,-1.3200627680571744
2023-04-11,9.0,0.036274831262465786,0.036274831262465786
2023-04-16,2.5,-1.269828042156447,-1.269828042156447
2023-04-17,11.5,0.53862209026974,0.53862209026974
2023-04-18,6.75,-0.415837701844081,-0.415837701844081
2023-04-19,8.0,-0.1646640723404439,-0.1646640723404439
2023-04-20,9.0,0.036274831262465786,0.036274831262465786
2023-04-21,9.25,0.0865095571631932,0.0865095571631932
2023-04-23,1.75,-1.4205322198586292,-1.4205322198586292
2023-04-24,11.25,0.48838736436901253,0.48838736436901253
2023-04-25,12.5,0.7395609938726496,0.7395609938726496
2023-04-26,10.25,0.28744846076610286,0.28744846076610286
2023-04-30,3.5,-1.0688891385535373,-1.0688891385535373
2023-05-01,15.25,1.2921429787806513,1.2921429787806513
2023-05-02,19.5,2.146133319093017,2.146133319093017
2023-05-03,20.0,2.246602770894472,2.246602770894472
2023-05-04,16.5,1.5433166082842884,1.5433166082842884
2023-05-07,3.5,-1.0688891385535373,-1.0688891385535373
2023-05-09,6.5,-0.4660724277448084,-0.4660724277448084
2023-05-14,2.0,-1.3702974939579018,-1.3702974939579018
2023-05-15,5.25,-0.7172460572484455,-0.7172460572484455
2023-05-16,13.75,0.9907346233762867,0.9907346233762867
2023-05-17,9.75,0.18697900896464803,0.18697900896464803
2023-05-18,13.0,0.8400304456741045,0.8400304456741045
2023-05-19,12.25,0.6893262679719222,0.6893262679719222
2023-05-21,3.75,-1.0186544126528099,-1.0186544126528099
2023-05-22,9.75,0.18697900896464803,0.18697900896464803
2023-05-23,9.75,0.18697900896464803,0.18697900896464803
2023-05-24,11.0,0.4381526384682851,0.4381526384682851
