Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,3.25,-0.5222957402109087,-0.5222957402109087
2024-10-01,1.75,-1.1597745714189,-1.1597745714189
2024-10-02,6.25,0.7526619222050739,0.7526619222050739
2024-10-03,3.25,-0.5222957402109087,-0.5222957402109087
2024-10-07,4.0,-0.20355632460691306,-0.20355632460691306
2024-10-08,3.75,-0.3098027964749116,-0.3098027964749116
2024-10-09,4.0,-0.20355632460691306,-0.20355632460691306
2024-10-14,3.25,-0.5222957402109087,-0.5222957402109087
2024-10-16,3.25,-0.5222957402109087,-0.5222957402109087
2024-10-17,6.75,0.965154865941071,0.965154865941071
2024-10-18,4.25,-0.0973098527389145,-0.0973098527389145
2024-10-21,2.5,-0.8410351558149044,-0.8410351558149044
2024-10-22,4.5,0.00893661912908405,0.00893661912908405
2024-10-23,4.5,0.00893661912908405,0.00893661912908405
2024-10-24,3.75,-0.3098027964749116,-0.3098027964749116
2024-10-28,3.5,-0.4160492683429102,-0.4160492683429102
2024-10-29,4.75,0.1151830909970826,0.1151830909970826
2024-11-04,3.0,-0.6285422120789073,-0.6285422120789073
2024-11-05,3.5,-0.4160492683429102,-0.4160492683429102
2024-11-06,6.25,0.7526619222050739,0.7526619222050739
2024-11-07,10.0,2.346359000225052,2.346359000225052
2024-11-11,3.25,-0.5222957402109087,-0.5222957402109087
2024-11-15,10.25,2.4526054720930506,2.4526054720930506
2024-11-18,5.25,0.3276760347330797,0.3276760347330797
2024-11-19,5.0,0.22142956286508114,0.22142956286508114
2024-11-20,3.25,-0.5222957402109087,-0.5222957402109087
2024-11-21,4.5,0.00893661912908405,0.00893661912908405
2024-11-25,9.5,2.133866056489055,2.133866056489055
2024-11-26,3.25,-0.5222957402109087,-0.5222957402109087
2024-11-28,4.75,0.1151830909970826,0.1151830909970826
2024-11-29,3.25,-0.5222957402109087,-0.5222957402109087
2024-12-02,8.25,1.6026336971490622,1.6026336971490622
2024-12-03,7.75,1.3901407534130652,1.3901407534130652
2024-12-04,1.5,-1.2660210432868986,-1.2660210432868986
2024-12-05,5.75,0.5401689784690767,0.5401689784690767
2024-12-10,3.75,-0.3098027964749116,-0.3098027964749116
2024-12-13,3.0,-0.6285422120789073,-0.6285422120789073
2024-12-16,1.75,-1.1597745714189,-1.1597745714189
2024-12-17,5.75,0.5401689784690767,0.5401689784690767
2024-12-18,5.5,0.43392250660107823,0.43392250660107823
2024-12-23,2.5,-0.8410351558149044,-0.8410351558149044
2024-12-24,0.75,-1.5847604588908941,-1.5847604588908941
2024-12-26,2.0,-1.0535280995509015,-1.0535280995509015
2024-12-27,2.75,-0.7347886839469058,-0.7347886839469058
2024-12-30,4.5,0.00893661912908405,0.00893661912908405
2024-12-31,3.0,-0.6285422120789073,-0.6285422120789073
2025-01-02,4.25,-0.0973098527389145,-0.0973098527389145
2025-01-03,3.0,-0.6285422120789073,-0.6285422120789073
2025-01-06,4.0,-0.20355632460691306,-0.20355632460691306
2025-01-07,2.25,-0.9472816276829029,-0.9472816276829029
2025-01-08,5.5,0.43392250660107823,0.43392250660107823
2025-01-09,2.75,-0.7347886839469058,-0.7347886839469058
2025-01-16,5.0,0.22142956286508114,0.22142956286508114
2025-01-17,5.25,0.3276760347330797,0.3276760347330797
2025-01-20,8.0,1.4963872252810637,1.4963872252810637
2025-01-21,3.5,-0.4160492683429102,-0.4160492683429102
2025-01-22,3.0,-0.6285422120789073,-0.6285422120789073
2025-01-23,4.75,0.1151830909970826,0.1151830909970826
2025-01-27,6.0,0.6464154503370754,0.6464154503370754
2025-01-28,2.5,-0.8410351558149044,-0.8410351558149044
2025-01-29,2.75,-0.7347886839469058,-0.7347886839469058
2025-02-03,5.0,0.22142956286508114,0.22142956286508114
2025-02-04,3.0,-0.6285422120789073,-0.6285422120789073
