Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,4.25,-0.06070579220261424,-0.06070579220261424
2024-10-01,5.75,0.6038628803312676,0.6038628803312676
2024-10-02,4.25,-0.06070579220261424,-0.06070579220261424
2024-10-03,2.75,-0.725274464736496,-0.725274464736496
2024-10-07,6.0,0.7146243257535813,0.7146243257535813
2024-10-08,3.75,-0.2822286830472415,-0.2822286830472415
2024-10-09,2.0,-1.057558801003437,-1.057558801003437
2024-10-14,3.5,-0.39299012846955517,-0.39299012846955517
2024-10-16,3.5,-0.39299012846955517,-0.39299012846955517
2024-10-17,1.75,-1.1683202464257507,-1.1683202464257507
2024-10-18,2.75,-0.725274464736496,-0.725274464736496
2024-10-21,6.5,0.9361472165982085,0.9361472165982085
2024-10-22,2.0,-1.057558801003437,-1.057558801003437
2024-10-23,2.0,-1.057558801003437,-1.057558801003437
2024-10-24,4.25,-0.06070579220261424,-0.06070579220261424
2024-10-28,4.25,-0.06070579220261424,-0.06070579220261424
2024-10-29,5.25,0.38233998948664033,0.38233998948664033
2024-11-04,4.25,-0.06070579220261424,-0.06070579220261424
2024-11-05,3.5,-0.39299012846955517,-0.39299012846955517
2024-11-06,10.25,2.5975688979329132,2.5975688979329132
2024-11-07,5.25,0.38233998948664033,0.38233998948664033
2024-11-11,3.5,-0.39299012846955517,-0.39299012846955517
2024-11-15,5.25,0.38233998948664033,0.38233998948664033
2024-11-18,4.75,0.16081709864201305,0.16081709864201305
2024-11-19,7.75,1.4899544437097767,1.4899544437097767
2024-11-20,3.5,-0.39299012846955517,-0.39299012846955517
2024-11-21,4.0,-0.17146723762492788,-0.17146723762492788
2024-11-25,4.25,-0.06070579220261424,-0.06070579220261424
2024-11-26,2.5,-0.8360359101588097,-0.8360359101588097
2024-11-28,4.75,0.16081709864201305,0.16081709864201305
2024-12-02,5.5,0.493101434908954,0.493101434908954
2024-12-03,4.75,0.16081709864201305,0.16081709864201305
2024-12-04,3.5,-0.39299012846955517,-0.39299012846955517
2024-12-05,5.25,0.38233998948664033,0.38233998948664033
2024-12-10,6.75,1.0469086620205221,1.0469086620205221
2024-12-13,3.75,-0.2822286830472415,-0.2822286830472415
2024-12-16,2.25,-0.9467973555811233,-0.9467973555811233
2024-12-17,4.75,0.16081709864201305,0.16081709864201305
2024-12-18,3.25,-0.5037515738918688,-0.5037515738918688
2024-12-23,3.0,-0.6145130193141825,-0.6145130193141825
2024-12-26,1.75,-1.1683202464257507,-1.1683202464257507
2024-12-27,4.5,0.0500556532196994,0.0500556532196994
2024-12-30,3.5,-0.39299012846955517,-0.39299012846955517
2024-12-31,2.5,-0.8360359101588097,-0.8360359101588097
2025-01-02,6.5,0.9361472165982085,0.9361472165982085
2025-01-03,2.75,-0.725274464736496,-0.725274464736496
2025-01-06,5.75,0.6038628803312676,0.6038628803312676
2025-01-07,3.75,-0.2822286830472415,-0.2822286830472415
2025-01-08,4.0,-0.17146723762492788,-0.17146723762492788
2025-01-09,2.75,-0.725274464736496,-0.725274464736496
2025-01-16,2.75,-0.725274464736496,-0.725274464736496
2025-01-17,3.0,-0.6145130193141825,-0.6145130193141825
2025-01-20,3.0,-0.6145130193141825,-0.6145130193141825
2025-01-21,6.75,1.0469086620205221,1.0469086620205221
2025-01-22,3.75,-0.2822286830472415,-0.2822286830472415
2025-01-23,4.5,0.0500556532196994,0.0500556532196994
2025-01-27,11.25,3.0406146796221676,3.0406146796221676
2025-01-28,3.75,-0.2822286830472415,-0.2822286830472415
2025-01-29,2.75,-0.725274464736496,-0.725274464736496
2025-02-03,5.25,0.38233998948664033,0.38233998948664033
2025-02-04,4.5,0.0500556532196994,0.0500556532196994
2025-02-05,4.5,0.0500556532196994,0.0500556532196994
2025-02-06,2.75,-0.725274464736496,-0.725274464736496
2025-02-11,3.5,-0.39299012846955517,-0.39299012846955517
2025-02-14,2.75,-0.725274464736496,-0.725274464736496
2025-02-17,2.0,-1.057558801003437,-1.057558801003437
2025-02-18,1.75,-1.1683202464257507,-1.1683202464257507
2025-02-19,2.5,-0.8360359101588097,-0.8360359101588097
2025-02-20,2.75,-0.725274464736496,-0.725274464736496
2025-02-24,2.5,-0.8360359101588097,-0.8360359101588097
2025-02-25,5.75,0.6038628803312676,0.6038628803312676
2025-02-26,3.75,-0.2822286830472415,-0.2822286830472415
2025-03-03,4.25,-0.06070579220261424,-0.06070579220261424
2025-03-04,5.75,0.6038628803312676,0.6038628803312676
2025-03-05,5.0,0.2715785440643267,0.2715785440643267
2025-03-06,5.25,0.38233998948664033,0.38233998948664033
2025-03-11,5.75,0.6038628803312676,0.6038628803312676
2025-03-17,3.25,-0.5037515738918688,-0.5037515738918688
2025-03-18,3.75,-0.2822286830472415,-0.2822286830472415
2025-03-19,3.25,-0.5037515738918688,-0.5037515738918688
2025-03-20,5.25,0.38233998948664033,0.38233998948664033
2025-03-21,4.5,0.0500556532196994,0.0500556532196994
2025-03-24,2.25,-0.9467973555811233,-0.9467973555811233
2025-03-25,4.75,0.16081709864201305,0.16081709864201305
2025-03-26,3.25,-0.5037515738918688,-0.5037515738918688
2025-03-31,3.5,-0.39299012846955517,-0.39299012846955517
2025-04-01,4.5,0.0500556532196994,0.0500556532196994
2025-04-02,6.25,0.8253857711758948,0.8253857711758948
2025-04-03,5.25,0.38233998948664033,0.38233998948664033
2025-04-07,16.0,5.145082142646127,5.145082142646127
2025-04-08,6.0,0.7146243257535813,0.7146243257535813
2025-04-09,15.5,4.9235592518015,4.9235592518015
2025-04-15,5.25,0.38233998948664033,0.38233998948664033
2025-04-16,5.5,0.493101434908954,0.493101434908954
2025-04-17,3.5,-0.39299012846955517,-0.39299012846955517
2025-04-21,3.75,-0.2822286830472415,-0.2822286830472415
2025-04-22,3.75,-0.2822286830472415,-0.2822286830472415
2025-04-23,5.5,0.493101434908954,0.493101434908954
2025-04-24,3.5,-0.39299012846955517,-0.39299012846955517
2025-04-28,4.5,0.0500556532196994,0.0500556532196994
2025-04-29,3.75,-0.2822286830472415,-0.2822286830472415
2025-05-01,5.0,0.2715785440643267,0.2715785440643267
2025-05-05,2.0,-1.057558801003437,-1.057558801003437
2025-05-06,2.75,-0.725274464736496,-0.725274464736496
